"description","category"
"SYRIA CRISIS - LIVELIHOODS ASSISTANCE - 2017-2019/CRISE EN SYRIE - ASSISTANCE AU TITRE DES MOYENS DE SUBSISTANCE - 2017-2019. December 2016 - The humanitarian situation in Syria continues to deteriorate as a result of the civil war in the country. An estimated 13.5 million people continue to be in need of humanitarian assistance, 6.1 million of which are displaced internally by violence and 975,080 located in besieged communities according to the United Nations. Repeated and deliberate attacks on humanitarian and medical workers continue to plague the conflict, adding to the vulnerability of millions of people, particularly women and children, who are affected by the conflict and struggle for access to the most basic services.With GAC's support, the project is providing livelihood opportunities to vulnerable conflict-affected persons in Syria. Project activities include: (1) the establishment of kitchen and micro gardens at a household level; (2) the establishment of cooperative greenhouses at a community level; (3) the provision of high quality inputs for small and medium sized farmers; (4) the rehabilitation of productive processing facilities such as bakeries or granaries; (5) the provision of small grants to micro, small, and medium sized enterprises; and (6) the rehabilitation and support of vocational training centers./DTcembre 2016 û La situation humanitaire en Syrie continue de se dTgrader en raison de la guerre civile. On estime a 13,5 millions le nombre de personnes qui continuent d'avoir besoin d'une aide humanitaire, dont 6,1 millions sont des personnes dTplacTes en raison de la violence qui a cours et 975 080 se trouvent dans des collectivitTs assiTgTes, selon les Nations Unies. Des attaques dTlibTrTes et rTpTtTes contre les travailleurs mTdicaux et humanitaires continuent de marquer le conflit et accentuent la vulnTrabilitT de la situation de millions de personnes, en particulier des femmes et des enfants, qui sont touchTes par le conflit et qui ont peine a accTder aux services les plus essentiels.Avec le soutien d'AMC, le projet fournit aux personnes touchTes par le conflit syrien et en situation vulnTrable de meilleures possibilitTs afin de disposer de moyens de subsistance. Les activitTs menTes dans le cadre du projet comprennent : (1) l'amTnagement de cuisines et de micro jardins au niveau des mTnages; (2) l'Ttablissement de serres coopTratives au niveau des collectivitTs; (3) la fourniture d'intrants de grande qualitT aux petites et moyennes exploitations agricoles; (4) la remise en Ttat d'installations de transformation productives, comme des boulangeries ou des greniers a cTrTales; (5) l'octroi de petites subventions a des microentreprises et a des petites et moyennes entreprises; (6) la remise sur pied et le soutien de centres de formation professionnelle.","not_global_func"
"SYRIA CRISIS - PROTECTION AND LIVELIHOOD OPPORTUNITIES FOR WOMEN AND YOUTH - 2017-2019/CRISE EN SYRIE - PROTECTION ET ACC+S AUX MOYENS DE SUBSISTANCES. December 2016 - The humanitarian situation in Syria continues to deteriorate as a result of the civil war in the country. An estimated 13.5 million people continue to be in need of humanitarian assistance, 6.1 million of which are displaced internally by violence and 975,080 located in besieged communities according to the United Nations. Repeated and deliberate attacks on humanitarian and medical workers continue to plague the conflict, adding to the vulnerability of millions of people, particularly women and children, who are affected by the conflict and struggle for access to the most basic services.With GAC's support, this project provides up to 10,000 conflict affected persons with protection and livelihood opportunities. Project activities include: (1) non-formal education as well as outreach activities; (2) local leader and private sector engagement; (3) market driven vocational skills training; (4) business skills training; (5) provision of small business grants; (6) provision of paid internships and apprenticeships to women and youth; and (7) implementation of community groups and projects./DTcembre 2016 û La situation humanitaire en Syrie continue de se dTgrader en raison de la guerre civile. On estime a 13,5 millions le nombre de personnes qui continuent d'avoir besoin d'une aide humanitaire, dont 6,1 millions sont des personnes dTplacTes en raison de la violence qui a cours et 975 080 se trouvent dans des collectivitTs assiTgTes, selon les Nations Unies. Des attaques dTlibTrTes et rTpTtTes contre les travailleurs mTdicaux et humanitaires continuent de marquer le conflit et accentuent la vulnTrabilitT de la situation de millions de personnes, en particulier des femmes et des enfants, qui sont touchTes par le conflit et qui ont peine a accTder aux services les plus essentiels.Dans le cadre de ce projet, auquel AMC offre un soutien, jusqu'a 10 000 personnes touchTes par le conflit peuvent compter sur une protection et sur des possibilitTs de disposer de moyens de subsistance. Les activitTs menTes dans le cadre du projet comprennent : (1) des activitTs Tducatives non institutionnelles et des activitTs de sensibilisation; (2) la mobilisation des dirigeants locaux et du secteur privT; (3) l'offre de formation pour l'acquisition de compTtences professionnelles en fonction des besoins du marchT; (4) l'offre de formation pour l'acquisition de compTtences en affaires; (5) l'octroi de subventions aux petites entreprises; (6) l'offre de stages et d'apprentissages rTmunTrTs aux femmes et aux jeunes; (7) la mise sur pied de groupes communautaires et l'exTcution de projets communautaires.","not_global_func"
"SYRIA CRISIS - WATER, SANITATION AND HYGIENE ASSISTANCE FOR INTERNALLY DISPLACED PERSONS - 2017-2019/CRISE EN SYRIE - EAU, ASSAINISSEMENT ET SERVICES. December 2016 - The humanitarian situation in Syria continues to deteriorate as a result of the civil war in the country. An estimated 13.5 million people continue to be in need of humanitarian assistance, 6.1 million of which are displaced internally by violence and 975,080 located in besieged communities according to the United Nations. Repeated and deliberate attacks on humanitarian and medical workers continue to plague the conflict, adding to the vulnerability of millions of people, particularly women and children, who are affected by the conflict and struggle for access to the most basic services.With GAC's support, this project provides up to 48,600 Internally Displaced Persons (IDPs) and vulnerable host community members with water, sanitation and hygiene services (WASH). Project activities include: (1) the rehabilitation and adaptation of basic water infrastructure and facilities; (2) the adaptation of existing water systems and facilities to operate using solar power; (3) the provision of water trucking and installation of bulk water storage; (4) the establishment, support and training of gender inclusive WASH management committees; and (5) the construction and rehabilitation of sanitation facilities./DTcembre 2016 û La situation humanitaire en Syrie continue de se dTgrader en raison de la guerre civile. On estime a 13,5 millions le nombre de personnes qui continuent d'avoir besoin d'une aide humanitaire, dont 6,1 millions sont des personnes dTplacTes en raison de la violence qui a cours et 975 080 se trouvent dans des collectivitTs assiTgTes, selon les Nations Unies. Des attaques dTlibTrTes et rTpTtTes contre les travailleurs mTdicaux et humanitaires continuent de marquer le conflit et accentuent la vulnTrabilitT de la situation de millions de personnes, en particulier des femmes et des enfants, qui sont touchTes par le conflit et qui ont peine a accTder aux services les plus essentiels.Avec le soutien d'AMC, ce projet assure l'approvisionnement en eau et la prestation de services d'assainissement et d'hygiFne a des personnes dTplacTes (jusqu'a 48 600) ainsi qu'aux collectivitTs vulnTrables qui les accueillent. Les activitTs menTes dans le cadre du projet comprennent : (1) la remise en Ttat et l'adaptation des infrastructures et installations de base assurant l'approvisionnement en eau; (2) l'adaptation des systFmes et installations d'aqueduc existants afin qu'ils puissent fonctionner a l'Tnergie solaire; (3) le transport d'eau par camion et l'installation de rTservoirs de stockage d'eau; (4) la mise sur pied, le soutien et la formation de comitTs responsables de la gestion de l'eau et des services d'assainissement et d'hygiFne, dont les membres sont des deux sexes; (5) la construction et la remise en Ttat d'installations sanitaires.","not_global_func"
"SYRIA CRISIS - MULTI-YEAR AND MULTI-SECTORAL PROGRAM IN SYRIA - 2017-2019/CRISE EN SYRIE - ASSISTANCE EN SYRIE - 2017-2019. December 2016 û The humanitarian situation in Syria continues to deteriorate as a result of the civil war in the country. An estimated 13.5 million people continue to be in need of humanitarian assistance, 6.1 million of which are displaced internally by violence and 975,080 located in besieged communities according to the United Nations. Repeated and deliberate attacks on humanitarian and medical workers continue to plague the conflict, adding to the vulnerability of millions of people, particularly women and children, who are affected by the conflict and struggle for access to the most basic services.With GAC's support, this project aims to provide conflict-affected persons in Syria with water, sanitation and hygiene (WASH), protection, education and livelihood services. Project activities include: (1) providing safe drinking water; (2) providing support and training for community emergency response teams and delivering psychosocial services; (3) rehabilitation and support of primary schools and early learning centers; and (4) provision of cash assistance to vulnerable households./DTcembre 2016 û La situation humanitaire en Syrie continue de se dTgrader en raison de la guerre civile. On estime a 13,5 millions le nombre de personnes qui continuent d'avoir besoin d'une aide humanitaire, dont 6,1 millions sont des personnes dTplacTes en raison de la violence qui a cours et 975 080 se trouvent dans des collectivitTs assiTgTes, selon les Nations Unies. Des attaques dTlibTrTes et rTpTtTes contre les travailleurs mTdicaux et humanitaires continuent de marquer le conflit et accentuent la vulnTrabilitT de la situation de millions de personnes, en particulier des femmes et des enfants, qui sont touchTes par le conflit et qui ont peine a accTder aux services les plus essentiels.Avec le soutien de AMC, le projet vise a venir en aide aux personnes touchTes par le conflit en Syrie a l'Tgard d'aspects comme l'approvisionnement en eau, les services d'assainissement et d'hygiFne, de mOme que la protection, l'Tducation et les services axTs sur les moyens de subsistance. Les activitTs menTes dans le cadre du projet comprennent : (1) l'approvisionnement en eau potable; (2) le soutien et la formation des Tquipes communautaires d'intervention d'urgence et la prestation de services psychosociaux; (3) la remise en Ttat et le soutien d'Tcoles primaires et de centres d'apprentissage pour les jeunes enfants; (4) l'octroi d'une aide monTtaire aux mTnages vulnTrables.","not_global_func"
"BANGLADESH - HUMANITARIAN RESPONSE TO ROHINGYA REFUGEE CRISIS û BRAC 2017/BANGLADESH - INTERVENTION HUMANITAIRE POUR LA CRISE DES R+FUGI+S ROHINGYA -. December 2017 û Following the outbreak of violence in Northern Rakhine State in August 2017, more than 647,000 Rohingya crossed from Myanmar into Bangladesh over a period of several months. These refugees joined some 300,000 Rohingya already in Bangladesh following earlier waves of displacement.With GAC's support, BRAC is helping to respond to the immediate water, sanitation, hygiene and health needs of 51,000 people. Activities include: (1) provision of safe drinking water; (2) installation of latrines and bathing cubicles that take into account women's and girls' needs;  (3) provision of primary health care services; and 4) provision of sexual and reproductive health services, including delivery and antenatal care./DTcembre 2017 û Depuis l'Tclatement des violences dans le nord de l'+tat de Rakhine en aovt 2017, plus de 647 000 Rohingyas ont fui le Myanmar pour le Bangladesh en l'espace de quelques mois. Cet afflux de rTfugiTs est venu s'ajouter aux quelque 300 000 Rohingyas qui avaient dTja traversT au Bangladesh a la suite des vagues prTcTdentes de dTplacements.Avec l'aide d'AMC, le BRAC aide a rTpondre aux besoins immTdiats d'eau, d'assainissement, d'hygiFne et de santT de jusqu'a 51 000 personnes vulnTrables. Les activitTs du projet comprennent : 1) l'approvisionnement en eau potable; 2) l'installation de latrines et de cubicules pour le bain qui tiennent compte des besoins des femmes et des filles; 3) la prestation de services de soins de santT primaires; et 4) la prestation de services de santT sexuelle et gTnTsique, y compris l'accouchement et les soins prTnataux.","not_global_func"
"BANGLADESH - HUMANITARIAN RESPONSE TO THE ROHINGYA REFUGEE CRISIS - ACF 2017-2018/BANGLADESH - INTERVENTION HUMANITAIRE POUR LA CRISE DES R+FUGI+S ROH. December 2017 û Following the outbreak of violence in Northern Rakhine State in August 2017, more than 647,000 Rohingya crossed from Myanmar into Bangladesh over a period of several months. These refugees joined some 300,000 Rohingya already in Bangladesh following earlier waves of displacement.With GAC's support, Action Against Hunger is contributing to improve the nutrition and psychosocial well-being of refugees and host populations in the district of Cox's Bazar, with a particular focus on women and children. The project seeks to reach 115,000 people with nutrition-specific and nutrition-sensitive programming, including screening and treatment of children under five for severe acute malnutrition; the provision of hygiene kits and baby kits for new mothers; and the construction of emergency sanitation and hygiene facilities that take into account women's and girls' needs./DTcembre 2017 û Depuis l'Tclatement des violences dans le nord de l'+tat de Rakhine en aovt 2017, plus de 647 000 Rohingyas ont fui le Myanmar pour le Bangladesh en l'espace de quelques mois. Cet afflux de rTfugiTs est venu s'ajouter aux quelque 300 000 Rohingyas qui avaient dTja traversT au Bangladesh a la suite des vagues prTcTdentes de dTplacements.Avec l'aide d'AMC, Action contre la Faim contribue a amTliorer la nutrition et le bien-Otre psychosocial des rTfugiTs et des populations locales dans le district de Cox's Bazar, en mettant un accent particulier sur les femmes et les enfants. Le projet vise a aider jusqu'a 115 000 personnes par l'entremise de programmes axTs sur la nutrition, notamment en Tvaluant et en traitant les enfants de moins de cinq ans souffrant de malnutrition aigud sTvFre; en fournissant des trousses de produits d'hygiFne et de produits pour bTbTs aux nouvelles mFres; et en construisant des installations sanitaires et d'hygiFne adaptTes aux besoins des femmes et des filles.","not_global_func"
"BANGLADESH - HUMANITARIAN RESPONSE TO ROHINGYA REFUGEE CRISIS - CARE 2017-2018/BANGLADESH - INTERVENTION HUMANITAIRE POUR LA CRISE DES R+FUGI+S ROHING. December 2017 û Following the outbreak of violence in Northern Rakhine State in August 2017, more than 647,000 Rohingya crossed from Myanmar into Bangladesh over a period of several months.These refugees joined some 300,000 Rohingya already in Bangladesh following earlier waves of displacement.  The majority of the new arrivals are women and children, and of the total caseload, there is an estimated 120,000 pregnant and lactating women requiring urgent assistance.With GAC's support, CARE Canada is helping to address the immediate needs of refugees in Cox's Bazar district, including the specific needs of women and girls. Project activities include: 1) providing sexual and reproductive health services; 2) preventing gender-based violence; 3) improving access to essential and gender-sensitive water, sanitation and hygiene facilities; and 4) improving the safety of vulnerable people, including women and girls - for example, by providing additional lighting at night in key areas of refugee camps./DTcembre 2017 û Depuis l'Tclatement des violences dans le nord de l'+tat de Rakhine en aovt 2017, plus de 647 000 Rohingyas ont fui le Myanmar pour le Bangladesh en l'espace de quelques mois. Cet afflux de rTfugiTs est venu s'ajouter aux quelque 300 000 Rohingyas qui avaient dTja traversT au Bangladesh a la suite des vagues prTcTdentes de dTplacements. La majoritT des nouveaux arrivants sont des femmes et des enfants, et parmi la population de rTfugiTs, on estime a 120 000 le nombre de femmes enceintes et allaitantes qui requiFrent une aide d'urgence.Avec l'aide d'AMC, CARE aide a rTpondre aux besoins immTdiats des rTfugiTs dans le district de Cox's Bazar, notamment aux besoins spTcifiques des femmes et des filles. Les activitTs du projet comprennent : 1) la prestation de services de santT sexuelle et gTnTsique; 2) des activitTs de prTvention de la violence fondTe sur le sexe; 3) l'amTlioration de l'accFs aux installations d'approvisionnement en eau, d'assainissement et d'hygiFne essentielles et sexospTcifiques; et 4) l'amTlioration de la sTcuritT des personnes vulnTrables, y compris les femmes et les filles û par exemple, en fournissant un Tclairage supplTmentaire la nuit dans les secteurs clTs des camps de rTfugiTs.","not_global_func"
"DIAGNOSING INFECTIOUS DISEASES IN LOW-INCOME COUNTRIES AND REGIONS, HAVING UNDER-DEVELOPED INFRASTRUCTURES IN COLLABORATION WITH THE UN ORGAN FAO/IAEA. Defined by the WHO, zoonotic diseases are those diseases and infections that are naturally transmitted between vertebrate animals and man with or without an arthropod intermediate. Such diseases represent one of the leading causes of illness and death from infectious disease. In most developing countries, zoonotic diseases are among those diseases that contribute significantly to an already overly burdened public health system. Infectious and parasitic diseases rank second among the 'top killers' of the world and in low-income countries, especially in Africa, these diseases are even the dominant causes of death. The countrywide economic loss due to zoonotic disease is immense, cementing poverty and underdevelopment in many regions of the world.The two populations whose biological and social realities put them at greater risk for the negative impacts of zoonotic diseases are women and children.The present project will, in a multidisciplinary collaboration between a PhD student to be employed in the project and senior researchers at Uppsala University, the UN organ FAO/IAEA labs in Africa, Stockholm University, the Technical University of Denmark (DTU) and the Swedish University of Agricultural Sciences, develop a novel, sensitive, low-cost, diagnostics unit, providing an efficient analytical platform for detection of pathogens causing zoonotic infections in under-developed countries. The unit is based on state-of-the-art nano- and biotechnology and combines analysis of changes in rotation dynamics of probe-tagged magnetic nanobeads with a single-molecule detection approach which applies padlock ligation technique and rolling circle amplification (RCA) of the probed pathogen biomolecules (RNA and DNA). Specifically the project contains a number of well-defined, subtasks including:òOptimization and development of DNA-base detection of organisms having constant target sequence (first 18 months) and RNA-base detection of organisms having variable target sequence (year 1.5-3.5). This work includes extraction and purification of DNA/RNA target from samples received from the above mentioned labs in Africa as well as design of padlock probes and capture probes.òOptimization of the conjugation protocol used for attaching biomolecules on the surface of the magnetic nanobeads (first 24 months).òMeasurements of the RCA products formed from the new padlock probes using the bead-based magnetic bioassay in a commercial AC suceptometer (year 2-3.5). This includes: Determining the limit of detection for the different pathogens, detection of antimicrobial resistance and resistant clones (salmonella and campylobacter), detection of a wide range of different strains of E. coli, investigation of mixed viral populations, subpopulations and individual copies of Avian influenza virus, West Nile virus and Rift Valley Fever virus in clinical samples, introducing new variants of the three viruses in the diagnostic assay.òDetection of pathogen targets in a working prototype","Knowledge_Gen_Sharing"
"DIAGNOSING INFECTIOUS DISEASES IN LOW-INCOME COUNTRIES AND REGIONS, HAVING UNDER-DEVELOPED INFRASTRUCTURES IN COLLABORATION WITH THE UN ORGAN FAO/IAEA. Defined by the WHO, zoonotic diseases are those diseases and infections that are naturally transmitted between vertebrate animals and man with or without an arthropod intermediate. Such diseases represent one of the leading causes of illness and death from infectious disease. In most developing countries, zoonotic diseases are among those diseases that contribute significantly to an already overly burdened public health system. Infectious and parasitic diseases rank second among the 'top killers' of the world and in low-income countries, especially in Africa, these diseases are even the dominant causes of death. The countrywide economic loss due to zoonotic disease is immense, cementing poverty and underdevelopment in many regions of the world.The two populations whose biological and social realities put them at greater risk for the negative impacts of zoonotic diseases are women and children.The present project will, in a multidisciplinary collaboration between a PhD student to be employed in the project and senior researchers at Uppsala University, the UN organ FAO/IAEA labs in Africa, Stockholm University, the Technical University of Denmark (DTU) and the Swedish University of Agricultural Sciences, develop a novel, sensitive, low-cost, diagnostics unit, providing an efficient analytical platform for detection of pathogens causing zoonotic infections in under-developed countries. The unit is based on state-of-the-art nano- and biotechnology and combines analysis of changes in rotation dynamics of probe-tagged magnetic nanobeads with a single-molecule detection approach which applies padlock ligation technique and rolling circle amplification (RCA) of the probed pathogen biomolecules (RNA and DNA). Specifically the project contains a number of well-defined, subtasks including:òOptimization and development of DNA-base detection of organisms having constant target sequence (first 18 months) and RNA-base detection of organisms having variable target sequence (year 1.5-3.5). This work includes extraction and purification of DNA/RNA target from samples received from the above mentioned labs in Africa as well as design of padlock probes and capture probes.òOptimization of the conjugation protocol used for attaching biomolecules on the surface of the magnetic nanobeads (first 24 months).òMeasurements of the RCA products formed from the new padlock probes using the bead-based magnetic bioassay in a commercial AC suceptometer (year 2-3.5). This includes: Determining the limit of detection for the different pathogens, detection of antimicrobial resistance and resistant clones (salmonella and campylobacter), detection of a wide range of different strains of E. coli, investigation of mixed viral populations, subpopulations and individual copies of Avian influenza virus, West Nile virus and Rift Valley Fever virus in clinical samples, introducing new variants of the three viruses in the diagnostic assay.òDetection of pathogen targets in a working prototype","Knowledge_Gen_Sharing"
"DIAGNOSING INFECTIOUS DISEASES IN LOW-INCOME COUNTRIES AND REGIONS, HAVING UNDER-DEVELOPED INFRASTRUCTURES IN COLLABORATION WITH THE UN ORGAN FAO/IAEA. Defined by the WHO, zoonotic diseases are those diseases and infections that are naturally transmitted between vertebrate animals and man with or without an arthropod intermediate. Such diseases represent one of the leading causes of illness and death from infectious disease. In most developing countries, zoonotic diseases are among those diseases that contribute significantly to an already overly burdened public health system. Infectious and parasitic diseases rank second among the 'top killers' of the world and in low-income countries, especially in Africa, these diseases are even the dominant causes of death. The countrywide economic loss due to zoonotic disease is immense, cementing poverty and underdevelopment in many regions of the world.The two populations whose biological and social realities put them at greater risk for the negative impacts of zoonotic diseases are women and children.The present project will, in a multidisciplinary collaboration between a PhD student to be employed in the project and senior researchers at Uppsala University, the UN organ FAO/IAEA labs in Africa, Stockholm University, the Technical University of Denmark (DTU) and the Swedish University of Agricultural Sciences, develop a novel, sensitive, low-cost, diagnostics unit, providing an efficient analytical platform for detection of pathogens causing zoonotic infections in under-developed countries. The unit is based on state-of-the-art nano- and biotechnology and combines analysis of changes in rotation dynamics of probe-tagged magnetic nanobeads with a single-molecule detection approach which applies padlock ligation technique and rolling circle amplification (RCA) of the probed pathogen biomolecules (RNA and DNA). Specifically the project contains a number of well-defined, subtasks including:òOptimization and development of DNA-base detection of organisms having constant target sequence (first 18 months) and RNA-base detection of organisms having variable target sequence (year 1.5-3.5). This work includes extraction and purification of DNA/RNA target from samples received from the above mentioned labs in Africa as well as design of padlock probes and capture probes.òOptimization of the conjugation protocol used for attaching biomolecules on the surface of the magnetic nanobeads (first 24 months).òMeasurements of the RCA products formed from the new padlock probes using the bead-based magnetic bioassay in a commercial AC suceptometer (year 2-3.5). This includes: Determining the limit of detection for the different pathogens, detection of antimicrobial resistance and resistant clones (salmonella and campylobacter), detection of a wide range of different strains of E. coli, investigation of mixed viral populations, subpopulations and individual copies of Avian influenza virus, West Nile virus and Rift Valley Fever virus in clinical samples, introducing new variants of the three viruses in the diagnostic assay.òDetection of pathogen targets in a working prototype","Knowledge_Gen_Sharing"
"FOSTERING SWEDEN-MALAYSIA RESEARCH PARTNERSHIP: ENHANCING RESEARCH CAPACITY AND COMPETENCE FOR THE DEVELOPMENT OF AN EARLY WARNING OF DENGUE, A CLIMAT. Dengue fever, a viral infected disease transmitted by mosquitoes (vector), is a major public health challenge in Malaysia despite the fact that concerted surveillance and control efforts are in place. An early warning with precise forecast of outbreak allows timely decision-making and mitigation. Such epidemic prediction capability is not demonstrated in current surveillance system. In early 2014, researchers from Umea University have initiated a multidisciplinary and multinational collaboration for the development of a dengue early warning system for Singapore and Malaysia. Umes researchers possess substantial experience in disease forecasting modeling using various statistical and mathematical techniques. This project promotes research capacity and expertise required for disease forecast. Activities such as workshops, seminars and visits to Disease Control Division are planned to facilitate exchange or transfer of knowledge or ideas and develop strategies for studies including forecast of dengue, development of early warning system, economic evaluation and information distribution. Subsequently, knowledge and experience gained will be translated as course modules for graduate students in the University of Malaya. Anticipated outcomes include long-term research partnership and advance knowledge of disease early warning that may contribute to reducing burden of dengue and promote healthy living and wellbeing in the community.","not_global_func"
"CAMBRIDGE-CHENNAI CENTRE PARTNERSHIP ON ANTIMICROBIAL RESISTANT TUBERCULOSIS. Department of Biotechnology (India) and Medical Research Council Joint Centre Partnerships grant on antimicrobial resistant TB","Knowledge_Gen_Sharing"
"A JOINT CENTRE FOR CANCER BIOLOGY & THERAPEUTICS. Department of Biotechnology (India) and Medical Research Council Joint Centre Partnerships grant on cancer biology and therapeutics","Knowledge_Gen_Sharing"
"UK-INDIA CENTRE FOR ADVANCED TECHNOLOGY FOR MINIMISING THE INDISCRIMINATE USE OF ANTIBIOTICS (UKICAT-MA). Department of Biotechnology (India) and Medical Research Council Joint Centre Partnerships grant on minimising use of antibiotics","Knowledge_Gen_Sharing"
"OVITZ PRIMARY VISION CARE. deploying Wavefront sensor technology to build its core product platform framework","not_global_func"
"PROMOTING THE SEXUAL AND REPRODUCTIVE RIGHTS OF ADOLESCENTS IN HONDURAS (DEREJUV)/PROMOTION DES DROITS SEXUELS ET REPRODUCTIFS DES ADOLESCENTS AU HOND. DEREJUV supports the Government of Honduras Plan for the Prevention of Adolescent Pregnancies by strengthening national policies and expanding access to sexual and reproductive health services for Honduran youth. The project helps prevent adolescent pregnancies and child, early and forced marriages and expands access to adolescent-friendly health services for over 211,000 girls, boys and adolescents in 24 municipalities with some of the highest national rates of adolescent pregnancies by installing adolescent-friendly clinics in community health centers and schools. The project also develops the advocacy and participation skills of girls, boys, adolescents and their families to empower them to participate in municipal programs for the prevention of adolescent pregnancies, develop life skills and complete their education through institutional support and peer-mentoring.Project activities include: 1) technical assistance to develop and implement legislation, policies, norms and standards to prevent adolescent pregnancies; 2) setting up adolescent-friendly health clinics in community health centers and high schools; 3) training for health care professionals on adolescent-friendly health services such as counselling, sexual and reproductive health care and pre- and post-natal care; 4) dissemination of gender-sensitive and age-appropriate comprehensive sexuality education for girls and boys in target communities; 5) design and implement municipal action plans to prevent adolescent pregnancies./ DEREJUV appuiele plan du gouvernement du Honduras pour la prTvention des grossesses chez les adolescents en renfortant les politiques nationales et en augmentant l'accFs aux services de santT sexuels et reproductifs des jeunes du Honduras. Le projet aide a prTvenir les grossesses chez les adolescents et les mariages d'enfants, mariages en bas Gge et mariages forcTs, ainsi qu'augmenter l'accFs a des services de santT adaptTs pour les adolescents pour plus de 211 000 filles, gartons et adolescents dans 24 municipalitTs possTdant les plus hauts niveaux de grossesses chez les adolescents en installant des cliniques adaptTes aux adolescents dans les Tcoles et les centres communautaires de santT. Le projet dTveloppe Tgalement les habiletTs de plaidoyer et de participation des filles, des gartons, adolescents et leurs familles pour leur permettre de participer dans les programmes municipaux pour la prTvention des grossesses des adolescents, dTvelopper des habiletTs de vies et complTter leur Tducation grGce a un soutien institutionnel et un programme de mentorat avec les pairs.Les activitTs de projet incluent: 1) une assistance technique pour dTvelopper et mettre en oeuvre les lois, les politiques, les normes et les standards afin de prTvenir les grossesses chez les adolescents; 2) mettre en place des cliniques de santT adaptTes aux adolescents dans les Tcoles et les centres de santT communautaires; 3) de la formation pour les professionnels de santT sur les services","not_global_func"
"PROMOTING THE SEXUAL AND REPRODUCTIVE RIGHTS OF ADOLESCENTS IN HONDURAS (DEREJUV)/PROMOTION DES DROITS SEXUELS ET REPRODUCTIFS DES ADOLESCENTS AU HOND. DEREJUV supports the Government of Honduras Plan for the Prevention of Adolescent Pregnancies by strengthening national policies and expanding access to sexual and reproductive health services for Honduran youth. The project helps prevent adolescent pregnancies and child, early and forced marriages and expands access to adolescent-friendly health services for over 211,000 girls, boys and adolescents in 24 municipalities with some of the highest national rates of adolescent pregnancies by installing adolescent-friendly clinics in community health centers and schools. The project also develops the advocacy and participation skills of girls, boys, adolescents and their families to empower them to participate in municipal programs for the prevention of adolescent pregnancies, develop life skills and complete their education through institutional support and peer-mentoring.Project activities include: 1) technical assistance to develop and implement legislation, policies, norms and standards to prevent adolescent pregnancies; 2) setting up adolescent-friendly health clinics in community health centers and high schools; 3) training for health care professionals on adolescent-friendly health services such as counselling, sexual and reproductive health care and pre- and post-natal care; 4) dissemination of gender-sensitive and age-appropriate comprehensive sexuality education for girls and boys in target communities; 5) design and implement municipal action plans to prevent adolescent pregnancies./ DEREJUV appuiele plan du gouvernement du Honduras pour la prTvention des grossesses chez les adolescents en renfortant les politiques nationales et en augmentant l'accFs aux services de santT sexuels et reproductifs des jeunes du Honduras. Le projet aide a prTvenir les grossesses chez les adolescents et les mariages d'enfants, mariages en bas Gge et mariages forcTs, ainsi qu'augmenter l'accFs a des services de santT adaptTs pour les adolescents pour plus de 211 000 filles, gartons et adolescents dans 24 municipalitTs possTdant les plus hauts niveaux de grossesses chez les adolescents en installant des cliniques adaptTes aux adolescents dans les Tcoles et les centres communautaires de santT. Le projet dTveloppe Tgalement les habiletTs de plaidoyer et de participation des filles, des gartons, adolescents et leurs familles pour leur permettre de participer dans les programmes municipaux pour la prTvention des grossesses des adolescents, dTvelopper des habiletTs de vies et complTter leur Tducation grGce a un soutien institutionnel et un programme de mentorat avec les pairs.Les activitTs de projet incluent: 1) une assistance technique pour dTvelopper et mettre en oeuvre les lois, les politiques, les normes et les standards afin de prTvenir les grossesses chez les adolescents; 2) mettre en place des cliniques de santT adaptTes aux adolescents dans les Tcoles et les centres de santT communautaires; 3) de la formation pour les professionnels de santT sur les services","not_global_func"
