,Year,DonorName,RecipientName,ProjectTitle,PurposeCode,ShortDescription,LongDescription,USD_Disbursement_Defl
1024,2019,EU Institutions,Sudan,ECHO/-AF/EDF/2017/01027 - Provision of livelihood interventions to the South Sudanese Refugees and vulnerable resident communities in Allait Locality,72010,ECHO/-AF/EDF/2017/01027 - PROVISION OF LIVELIHOOD INTERVENTIONS TO THE SOUTH SUDANESE REFUGEES AND VULNERABLE RESIDENT COMMUNITIES IN ALLAIT LOCALITY,72010. ECHO/-AF/EDF/2017/01027 - Provision of livelihood interventions to the South Sudanese Refugees and vulnerable resident communities in Allait Locality. ECHO/-AF/EDF/2017/01027 - PROVISION OF LIVELIHOOD INTERVENTIONS TO THE SOUTH SUDANESE REFUGEES AND VULNERABLE RESIDENT COMMUNITIES IN ALLAIT LOCALITY. ECHO/-AF/EDF/2017/01027 - Provision of livelihood interventions to the South Sudanese Refugees and vulnerable resident communities in Allait Locality in North Darfur State,0.112437
1025,2019,EU Institutions,Iraq,Provision of essential support to the vulnerable and harder-to-reach conflict affected and displaced population in Iraq through an integrated health,72010,PROVISION OF ESSENTIAL SUPPORT TO THE VULNERABLE AND HARDER-TO-REACH CONFLICT AFFECTED AND DISPLACED POPULATION IN IRAQ THROUGH AN INTEGRATED HEALTH,72010. Provision of essential support to the vulnerable and harder-to-reach conflict affected and displaced population in Iraq through an integrated health. PROVISION OF ESSENTIAL SUPPORT TO THE VULNERABLE AND HARDER-TO-REACH CONFLICT AFFECTED AND DISPLACED POPULATION IN IRAQ THROUGH AN INTEGRATED HEALTH. Provision of essential support to the vulnerable and harder-to-reach conflict affected and displaced population in Iraq through an integrated health package.,0.145528
1026,2019,EU Institutions,Montenegro,"Assessment of the quality, safety and accessibility of current microbiological services in Montenegro. RfS 2019/408281",12191,"ASSESSMENT OF THE QUALITY, SAFETY AND ACCESSIBILITY OF CURRENT MICROBIOLOGICAL SERVICES IN MONTENEGRO. RFS 2019/408281","12191. Assessment of the quality, safety and accessibility of current microbiological services in Montenegro. RfS 2019/408281. ASSESSMENT OF THE QUALITY, SAFETY AND ACCESSIBILITY OF CURRENT MICROBIOLOGICAL SERVICES IN MONTENEGRO. RFS 2019/408281. ",0.009952
1027,2019,EU Institutions,Iraq,Improved conditions for prisoners and safety in explosive contaminated areas in Iraq (ICPS) Project.,72050,IMPROVED CONDITIONS FOR PRISONERS AND SAFETY IN EXPLOSIVE CONTAMINATED AREAS IN IRAQ (ICPS) PROJECT.,72050. Improved conditions for prisoners and safety in explosive contaminated areas in Iraq (ICPS) Project.. IMPROVED CONDITIONS FOR PRISONERS AND SAFETY IN EXPLOSIVE CONTAMINATED AREAS IN IRAQ (ICPS) PROJECT.. Improved conditions for prisoners and safety in explosive contaminated areas in Iraq (ICPS) Project.,1.791112
1028,2019,EU Institutions,Mauritania,Provision of Humanitarian Air Services,72010,PROVISION OF HUMANITARIAN AIR SERVICES,72010. Provision of Humanitarian Air Services. PROVISION OF HUMANITARIAN AIR SERVICES. Provision of Humanitarian Air Services,0.447778
1029,2019,EU Institutions,"Bilateral, unspecified",Dispatching expertise for disasters outside the EU,72050,DISPATCHING EXPERTISE FOR DISASTERS OUTSIDE THE EU,72050. Dispatching expertise for disasters outside the EU. DISPATCHING EXPERTISE FOR DISASTERS OUTSIDE THE EU. Dispatching expertise for disasters outside the EU,0.137479
1030,2019,EU Institutions,Guatemala,Humanitarian aid and food assistance,72040,HUMANITARIAN AID AND FOOD ASSISTANCE,72040. Humanitarian aid and food assistance. HUMANITARIAN AID AND FOOD ASSISTANCE. Humanitarian aid and food assistance,0.23458
1031,2019,EU Institutions,Syrian Arab Republic,"Support trauma, secondary and primary health care services for affected populations in Hassakeh, Ar-Raqqa and Deir-ez-zor (North East Syria).",72010,"SUPPORT TRAUMA, SECONDARY AND PRIMARY HEALTH CARE SERVICES FOR AFFECTED POPULATIONS IN HASSAKEH, AR-RAQQA AND DEIR-EZ-ZOR (NORTH EAST SYRIA).","72010. Support trauma, secondary and primary health care services for affected populations in Hassakeh, Ar-Raqqa and Deir-ez-zor (North East Syria).. SUPPORT TRAUMA, SECONDARY AND PRIMARY HEALTH CARE SERVICES FOR AFFECTED POPULATIONS IN HASSAKEH, AR-RAQQA AND DEIR-EZ-ZOR (NORTH EAST SYRIA).. Support trauma, secondary and primary health care services for affected populations in Hassakeh, Ar-Raqqa and Deir-ez-zor (North East Syria).",1.343334
1032,2019,EU Institutions,"Bilateral, unspecified","P75 - Preventing biological risks increased by environmental and climate change in the Mediterranean, Black Sea and Sahel regions by strengthening in",12110,"P75 - PREVENTING BIOLOGICAL RISKS INCREASED BY ENVIRONMENTAL AND CLIMATE CHANGE IN THE MEDITERRANEAN, BLACK SEA AND SAHEL REGIONS BY STRENGTHENING IN","12110. P75 - Preventing biological risks increased by environmental and climate change in the Mediterranean, Black Sea and Sahel regions by strengthening in. P75 - PREVENTING BIOLOGICAL RISKS INCREASED BY ENVIRONMENTAL AND CLIMATE CHANGE IN THE MEDITERRANEAN, BLACK SEA AND SAHEL REGIONS BY STRENGTHENING IN. Through the strengthening of the network of laboratories and public health institutions previously created by MediLabSecure, providing capacity building and networking activities.",0.134333
1033,2019,EU Institutions,"Bilateral, unspecified","ECHO field offices, technical assistance and operational support for humanitarian aid actions",72010,"ECHO FIELD OFFICES, TECHNICAL ASSISTANCE AND OPERATIONAL SUPPORT FOR HUMANITARIAN AID ACTIONS","72010. ECHO field offices, technical assistance and operational support for humanitarian aid actions. ECHO FIELD OFFICES, TECHNICAL ASSISTANCE AND OPERATIONAL SUPPORT FOR HUMANITARIAN AID ACTIONS. ECHO field offices, technical assistance and operational support for humanitarian aid actions",0.132833
1034,2019,EU Institutions,Lao People's Democratic Republic,Promoting Civil Society participation to improve the implementation of the Lao National Nutrition Strategy,12240,PROMOTING CIVIL SOCIETY PARTICIPATION TO IMPROVE THE IMPLEMENTATION OF THE LAO NATIONAL NUTRITION STRATEGY,12240. Promoting Civil Society participation to improve the implementation of the Lao National Nutrition Strategy. PROMOTING CIVIL SOCIETY PARTICIPATION TO IMPROVE THE IMPLEMENTATION OF THE LAO NATIONAL NUTRITION STRATEGY. Under CSO-LA CfP Ref. EuropeAid/162347/ACT/LA,0.034786
1035,2019,EU Institutions,"Bilateral, unspecified","ECHO field offices, technical assistance and operational support for humanitarian aid actions",72010,"ECHO FIELD OFFICES, TECHNICAL ASSISTANCE AND OPERATIONAL SUPPORT FOR HUMANITARIAN AID ACTIONS","72010. ECHO field offices, technical assistance and operational support for humanitarian aid actions. ECHO FIELD OFFICES, TECHNICAL ASSISTANCE AND OPERATIONAL SUPPORT FOR HUMANITARIAN AID ACTIONS. ECHO field offices, technical assistance and operational support for humanitarian aid actions",0.655189
1036,2019,EU Institutions,"South of Sahara, regional",Humanitarian Implementation Plan 2019 Southern Africa and Indian Ocean,72010,HUMANITARIAN IMPLEMENTATION PLAN 2019 SOUTHERN AFRICA AND INDIAN OCEAN,72010. Humanitarian Implementation Plan 2019 Southern Africa and Indian Ocean. HUMANITARIAN IMPLEMENTATION PLAN 2019 SOUTHERN AFRICA AND INDIAN OCEAN. Humanitarian Implementation Plan 2019 Southern Africa and Indian Ocean,0
1037,2019,EU Institutions,Somalia,Coordinated implementation of Cash Assistance to support Somali Households (CASH) affected by disaster,72010,COORDINATED IMPLEMENTATION OF CASH ASSISTANCE TO SUPPORT SOMALI HOUSEHOLDS (CASH) AFFECTED BY DISASTER,72010. Coordinated implementation of Cash Assistance to support Somali Households (CASH) affected by disaster. COORDINATED IMPLEMENTATION OF CASH ASSISTANCE TO SUPPORT SOMALI HOUSEHOLDS (CASH) AFFECTED BY DISASTER. Coordinated implementation of Cash Assistance to support Somali Households (CASH) affected by disaster,2.23889
1038,2019,EU Institutions,Jamaica,Establishment of Neonatal and Maternal High Dependency Units at St-Ann's Bay Regional Hospital (Lot 6),13020,ESTABLISHMENT OF NEONATAL AND MATERNAL HIGH DEPENDENCY UNITS AT ST-ANN'S BAY REGIONAL HOSPITAL (LOT 6),13020. Establishment of Neonatal and Maternal High Dependency Units at St-Ann's Bay Regional Hospital (Lot 6). ESTABLISHMENT OF NEONATAL AND MATERNAL HIGH DEPENDENCY UNITS AT ST-ANN'S BAY REGIONAL HOSPITAL (LOT 6). ,0.850409
1039,2019,EU Institutions,Ethiopia,Humanitarian coordination and advocacy in Ethiopia,72010,HUMANITARIAN COORDINATION AND ADVOCACY IN ETHIOPIA,72010. Humanitarian coordination and advocacy in Ethiopia. HUMANITARIAN COORDINATION AND ADVOCACY IN ETHIOPIA. Humanitarian coordination and advocacy in Ethiopia,0.447778
1040,2019,EU Institutions,Sudan,Integrated Support Programme for Displaced and Vulnerable Crisis Affected Populations in Sudan,72010,INTEGRATED SUPPORT PROGRAMME FOR DISPLACED AND VULNERABLE CRISIS AFFECTED POPULATIONS IN SUDAN,72010. Integrated Support Programme for Displaced and Vulnerable Crisis Affected Populations in Sudan. INTEGRATED SUPPORT PROGRAMME FOR DISPLACED AND VULNERABLE CRISIS AFFECTED POPULATIONS IN SUDAN. Integrated Support Programme for Displaced and Vulnerable Crisis Affected Populations in Sudan,0.895556
1041,2019,EU Institutions,Syrian Arab Republic,Humanitarian aid and food assistance,72050,HUMANITARIAN AID AND FOOD ASSISTANCE,72050. Humanitarian aid and food assistance. HUMANITARIAN AID AND FOOD ASSISTANCE. Humanitarian aid and food assistance,0.2418
1042,2019,EU Institutions,Yemen,Emergency Relief and Assistance to Conflict Affected Populations in Yemen.,72010,EMERGENCY RELIEF AND ASSISTANCE TO CONFLICT AFFECTED POPULATIONS IN YEMEN.,72010. Emergency Relief and Assistance to Conflict Affected Populations in Yemen.. EMERGENCY RELIEF AND ASSISTANCE TO CONFLICT AFFECTED POPULATIONS IN YEMEN.. Emergency Relief and Assistance to Conflict Affected Populations in Yemen.,0.004545
1043,2019,EU Institutions,West Bank and Gaza Strip,WFP State of Palestine Country Strategic Plan (2018-2022)- electronic food voucher assistance to vulnerable food-insecure non- refugee populations in,72040,WFP STATE OF PALESTINE COUNTRY STRATEGIC PLAN (2018-2022)- ELECTRONIC FOOD VOUCHER ASSISTANCE TO VULNERABLE FOOD-INSECURE NON- REFUGEE POPULATIONS IN,72040. WFP State of Palestine Country Strategic Plan (2018-2022)- electronic food voucher assistance to vulnerable food-insecure non- refugee populations in. WFP STATE OF PALESTINE COUNTRY STRATEGIC PLAN (2018-2022)- ELECTRONIC FOOD VOUCHER ASSISTANCE TO VULNERABLE FOOD-INSECURE NON- REFUGEE POPULATIONS IN. WFP State of Palestine Country Strategic Plan (2018-2022)- electronic food voucher assistance to vulnerable food-insecure non- refugee populations in the Gaza Strip,1.791112
1044,2019,EU Institutions,Iraq,"ICRC Economic security, Water and habitat, Health, Protection, Prevention and Cooperation activities in NAME region (Iraq, Lebanon, Syria, Israel and",72050,"ICRC ECONOMIC SECURITY, WATER AND HABITAT, HEALTH, PROTECTION, PREVENTION AND COOPERATION ACTIVITIES IN NAME REGION (IRAQ, LEBANON, SYRIA, ISRAEL AND","72050. ICRC Economic security, Water and habitat, Health, Protection, Prevention and Cooperation activities in NAME region (Iraq, Lebanon, Syria, Israel and. ICRC ECONOMIC SECURITY, WATER AND HABITAT, HEALTH, PROTECTION, PREVENTION AND COOPERATION ACTIVITIES IN NAME REGION (IRAQ, LEBANON, SYRIA, ISRAEL AND. ICRC Economic security, Water and habitat, Health, Protection, Prevention and Cooperation activities in NAME region (Iraq, Lebanon, Syria, Israel and the occupied territories, Jordan and Yemen).",4.477779
1045,2019,EU Institutions,Chad,Humanitarian aid and food assistance,72010,HUMANITARIAN AID AND FOOD ASSISTANCE,72010. Humanitarian aid and food assistance. HUMANITARIAN AID AND FOOD ASSISTANCE. Humanitarian aid and food assistance,0.223889
1046,2019,EU Institutions,Syrian Arab Republic,Life-Sustaining Assistance for Conflict-Affected Populations in Northern Syria,72040,LIFE-SUSTAINING ASSISTANCE FOR CONFLICT-AFFECTED POPULATIONS IN NORTHERN SYRIA,72040. Life-Sustaining Assistance for Conflict-Affected Populations in Northern Syria. LIFE-SUSTAINING ASSISTANCE FOR CONFLICT-AFFECTED POPULATIONS IN NORTHERN SYRIA. Life-Sustaining Assistance for Conflict-Affected Populations in Northern Syria,3.940446
1047,2019,EU Institutions,"Bilateral, unspecified","ECHO field offices, technical assistance and operational support for humanitarian aid actions",72010,"ECHO FIELD OFFICES, TECHNICAL ASSISTANCE AND OPERATIONAL SUPPORT FOR HUMANITARIAN AID ACTIONS","72010. ECHO field offices, technical assistance and operational support for humanitarian aid actions. ECHO FIELD OFFICES, TECHNICAL ASSISTANCE AND OPERATIONAL SUPPORT FOR HUMANITARIAN AID ACTIONS. ECHO field offices, technical assistance and operational support for humanitarian aid actions",0.086253
1048,2019,EU Institutions,"Bilateral, unspecified","ECHO field offices, technical assistance and operational support for humanitarian aid actions",72010,"ECHO FIELD OFFICES, TECHNICAL ASSISTANCE AND OPERATIONAL SUPPORT FOR HUMANITARIAN AID ACTIONS","72010. ECHO field offices, technical assistance and operational support for humanitarian aid actions. ECHO FIELD OFFICES, TECHNICAL ASSISTANCE AND OPERATIONAL SUPPORT FOR HUMANITARIAN AID ACTIONS. ECHO field offices, technical assistance and operational support for humanitarian aid actions",0.049009
1049,2019,EU Institutions,Dominica,ECHO/-CR/EDF/2017/02004 - Shelter repair and transitional shelter in Dominica,72010,ECHO/-CR/EDF/2017/02004 - SHELTER REPAIR AND TRANSITIONAL SHELTER IN DOMINICA,72010. ECHO/-CR/EDF/2017/02004 - Shelter repair and transitional shelter in Dominica. ECHO/-CR/EDF/2017/02004 - SHELTER REPAIR AND TRANSITIONAL SHELTER IN DOMINICA. ECHO/-CR/EDF/2017/02004 - helter repair and transitional shelter in Dominica,0.156722
1050,2019,EU Institutions,"Bilateral, unspecified","ECHO field offices, technical assistance and operational support for humanitarian aid actions",72010,"ECHO FIELD OFFICES, TECHNICAL ASSISTANCE AND OPERATIONAL SUPPORT FOR HUMANITARIAN AID ACTIONS","72010. ECHO field offices, technical assistance and operational support for humanitarian aid actions. ECHO FIELD OFFICES, TECHNICAL ASSISTANCE AND OPERATIONAL SUPPORT FOR HUMANITARIAN AID ACTIONS. ECHO field offices, technical assistance and operational support for humanitarian aid actions",0.074701
1051,2019,EU Institutions,"Bilateral, unspecified","ECHO field offices, technical assistance and operational support for humanitarian aid actions",72010,"ECHO FIELD OFFICES, TECHNICAL ASSISTANCE AND OPERATIONAL SUPPORT FOR HUMANITARIAN AID ACTIONS","72010. ECHO field offices, technical assistance and operational support for humanitarian aid actions. ECHO FIELD OFFICES, TECHNICAL ASSISTANCE AND OPERATIONAL SUPPORT FOR HUMANITARIAN AID ACTIONS. ECHO field offices, technical assistance and operational support for humanitarian aid actions",0.282525
1052,2019,EU Institutions,"America, regional",HUMANITARIAN IMPLEMENTATION PLAN (HIP) LATIN AMERICA AND THE CARIBBEAN,72050,HUMANITARIAN IMPLEMENTATION PLAN (HIP) LATIN AMERICA AND THE CARIBBEAN,72050. HUMANITARIAN IMPLEMENTATION PLAN (HIP) LATIN AMERICA AND THE CARIBBEAN. HUMANITARIAN IMPLEMENTATION PLAN (HIP) LATIN AMERICA AND THE CARIBBEAN. HUMANITARIAN IMPLEMENTATION PLAN (HIP) LATIN AMERICA AND THE CARIBBEAN,0
1053,2019,EU Institutions,Philippines,REACH: Response to the Unmet Humanitarian Needs of the Most Vulnerable Conflict-Affected Populations in Mindanao,72010,REACH: RESPONSE TO THE UNMET HUMANITARIAN NEEDS OF THE MOST VULNERABLE CONFLICT-AFFECTED POPULATIONS IN MINDANAO,72010. REACH: Response to the Unmet Humanitarian Needs of the Most Vulnerable Conflict-Affected Populations in Mindanao. REACH: RESPONSE TO THE UNMET HUMANITARIAN NEEDS OF THE MOST VULNERABLE CONFLICT-AFFECTED POPULATIONS IN MINDANAO. REACH: Response to the Unmet Humanitarian Needs of the Most Vulnerable Conflict-Affected Populations in Mindanao,0.895556
1054,2019,EU Institutions,"Bilateral, unspecified","ECHO field offices, technical assistance and operational support for humanitarian aid actions",72010,"ECHO FIELD OFFICES, TECHNICAL ASSISTANCE AND OPERATIONAL SUPPORT FOR HUMANITARIAN AID ACTIONS","72010. ECHO field offices, technical assistance and operational support for humanitarian aid actions. ECHO FIELD OFFICES, TECHNICAL ASSISTANCE AND OPERATIONAL SUPPORT FOR HUMANITARIAN AID ACTIONS. ECHO field offices, technical assistance and operational support for humanitarian aid actions",0.015527
1055,2019,EU Institutions,"Bilateral, unspecified","ECHO field offices, technical assistance and operational support for humanitarian aid actions",72010,"ECHO FIELD OFFICES, TECHNICAL ASSISTANCE AND OPERATIONAL SUPPORT FOR HUMANITARIAN AID ACTIONS","72010. ECHO field offices, technical assistance and operational support for humanitarian aid actions. ECHO FIELD OFFICES, TECHNICAL ASSISTANCE AND OPERATIONAL SUPPORT FOR HUMANITARIAN AID ACTIONS. ECHO field offices, technical assistance and operational support for humanitarian aid actions",0.155166
1056,2019,EU Institutions,Egypt,Education Assistance and Protection for UASC in Egypt,72010,EDUCATION ASSISTANCE AND PROTECTION FOR UASC IN EGYPT,72010. Education Assistance and Protection for UASC in Egypt. EDUCATION ASSISTANCE AND PROTECTION FOR UASC IN EGYPT. Education Assistance and Protection for UASC in Egypt,0.403
1057,2019,EU Institutions,Nigeria,Humanitarian aid and food assistance,72050,HUMANITARIAN AID AND FOOD ASSISTANCE,72050. Humanitarian aid and food assistance. HUMANITARIAN AID AND FOOD ASSISTANCE. Humanitarian aid and food assistance,0.078854
1058,2019,EU Institutions,"Bilateral, unspecified","ECHO field offices, technical assistance and operational support for humanitarian aid actions",72010,"ECHO FIELD OFFICES, TECHNICAL ASSISTANCE AND OPERATIONAL SUPPORT FOR HUMANITARIAN AID ACTIONS","72010. ECHO field offices, technical assistance and operational support for humanitarian aid actions. ECHO FIELD OFFICES, TECHNICAL ASSISTANCE AND OPERATIONAL SUPPORT FOR HUMANITARIAN AID ACTIONS. ECHO field offices, technical assistance and operational support for humanitarian aid actions",0.100862
1059,2019,EU Institutions,Ethiopia,Ethiopia Interim Country Strategic Plan January 2019 to June 2020. Focus Area: Crisis Response,72040,ETHIOPIA INTERIM COUNTRY STRATEGIC PLAN JANUARY 2019 TO JUNE 2020. FOCUS AREA: CRISIS RESPONSE,72040. Ethiopia Interim Country Strategic Plan January 2019 to June 2020. Focus Area: Crisis Response. ETHIOPIA INTERIM COUNTRY STRATEGIC PLAN JANUARY 2019 TO JUNE 2020. FOCUS AREA: CRISIS RESPONSE. Ethiopia Interim Country Strategic Plan January 2019 to June 2020. Focus Area: Crisis Response,2.23889
1060,2019,EU Institutions,Syrian Arab Republic,Assistance for the Syrian People In Response to Emergencies (ASPIRE),72010,ASSISTANCE FOR THE SYRIAN PEOPLE IN RESPONSE TO EMERGENCIES (ASPIRE),72010. Assistance for the Syrian People In Response to Emergencies (ASPIRE). ASSISTANCE FOR THE SYRIAN PEOPLE IN RESPONSE TO EMERGENCIES (ASPIRE). Assistance for the Syrian People In Response to Emergencies (ASPIRE),0.839584
1061,2019,EU Institutions,Sudan,Protection and emergency assistance to South Sudanese refugees,72050,PROTECTION AND EMERGENCY ASSISTANCE TO SOUTH SUDANESE REFUGEES,72050. Protection and emergency assistance to South Sudanese refugees. PROTECTION AND EMERGENCY ASSISTANCE TO SOUTH SUDANESE REFUGEES. Protection and emergency assistance to South Sudanese refugees,1.399306
1062,2019,EU Institutions,Tanzania,Humanitarian aid and food assistance,72010,HUMANITARIAN AID AND FOOD ASSISTANCE,72010. Humanitarian aid and food assistance. HUMANITARIAN AID AND FOOD ASSISTANCE. Humanitarian aid and food assistance,0.671667
1063,2019,EU Institutions,Nigeria,Construction and Renovation of Cold Stores and Health Facilities in EU SIGN Focal States and LGAs - Lot 1,12250,CONSTRUCTION AND RENOVATION OF COLD STORES AND HEALTH FACILITIES IN EU SIGN FOCAL STATES AND LGAS - LOT 1,"12250. Construction and Renovation of Cold Stores and Health Facilities in EU SIGN Focal States and LGAs - Lot 1. CONSTRUCTION AND RENOVATION OF COLD STORES AND HEALTH FACILITIES IN EU SIGN FOCAL STATES AND LGAS - LOT 1. The subject of the contract will comprise construction by Isasha Investment Limited of 6 prototype cold stores in Kano (1), Jigawa (2), Kaduna (1) and Katsina (2).",0.024023
1064,2019,EU Institutions,Libya,Provision of lifesaving health and protection services for conflict affected population in Western Libya,72010,PROVISION OF LIFESAVING HEALTH AND PROTECTION SERVICES FOR CONFLICT AFFECTED POPULATION IN WESTERN LIBYA,72010. Provision of lifesaving health and protection services for conflict affected population in Western Libya. PROVISION OF LIFESAVING HEALTH AND PROTECTION SERVICES FOR CONFLICT AFFECTED POPULATION IN WESTERN LIBYA. Provision of lifesaving health and protection services for conflict affected population in Western Libya,0.06195
1065,2019,EU Institutions,Yemen,Emergency WASH assistance to populations affected by conflict and cholera outbreak in south-western Yemen,72010,EMERGENCY WASH ASSISTANCE TO POPULATIONS AFFECTED BY CONFLICT AND CHOLERA OUTBREAK IN SOUTH-WESTERN YEMEN,72010. Emergency WASH assistance to populations affected by conflict and cholera outbreak in south-western Yemen. EMERGENCY WASH ASSISTANCE TO POPULATIONS AFFECTED BY CONFLICT AND CHOLERA OUTBREAK IN SOUTH-WESTERN YEMEN. Emergency WASH assistance to populations affected by conflict and cholera outbreak in south-western Yemen,0.559722
1066,2019,EU Institutions,Turkey,PIPS II - Provision of Integrated Protection Services in Mardin and Diyarbakir,72050,PIPS II - PROVISION OF INTEGRATED PROTECTION SERVICES IN MARDIN AND DIYARBAKIR,72050. PIPS II - Provision of Integrated Protection Services in Mardin and Diyarbakir. PIPS II - PROVISION OF INTEGRATED PROTECTION SERVICES IN MARDIN AND DIYARBAKIR. PIPS II - Provision of Integrated Protection Services in Mardin and Diyarbakir,1.119445
1067,2019,EU Institutions,Bangladesh,"Provision of  life-saving integrated GBV, SRH and WASH services to Rohingya refugees and host communities in Bagladesh",72050,"PROVISION OF  LIFE-SAVING INTEGRATED GBV, SRH AND WASH SERVICES TO ROHINGYA REFUGEES AND HOST COMMUNITIES IN BAGLADESH","72050. Provision of  life-saving integrated GBV, SRH and WASH services to Rohingya refugees and host communities in Bagladesh. PROVISION OF  LIFE-SAVING INTEGRATED GBV, SRH AND WASH SERVICES TO ROHINGYA REFUGEES AND HOST COMMUNITIES IN BAGLADESH. Provision of  life-saving integrated GBV, SRH and WASH services to Rohingya refugees and host communities in Bagladesh",0.151965
1068,2019,EU Institutions,"Bilateral, unspecified","ECHO field offices, technical assistance and operational support for humanitarian aid actions",72010,"ECHO FIELD OFFICES, TECHNICAL ASSISTANCE AND OPERATIONAL SUPPORT FOR HUMANITARIAN AID ACTIONS","72010. ECHO field offices, technical assistance and operational support for humanitarian aid actions. ECHO FIELD OFFICES, TECHNICAL ASSISTANCE AND OPERATIONAL SUPPORT FOR HUMANITARIAN AID ACTIONS. ECHO field offices, technical assistance and operational support for humanitarian aid actions",0.619411
1069,2019,EU Institutions,Rwanda,Assistance to Burundian refugees in Rwanda,72040,ASSISTANCE TO BURUNDIAN REFUGEES IN RWANDA,72040. Assistance to Burundian refugees in Rwanda. ASSISTANCE TO BURUNDIAN REFUGEES IN RWANDA. Assistance to Burundian refugees in Rwanda,0.447778
1070,2019,EU Institutions,Iran,Education and Protection for vulnerable Afghan families in Iran.,72010,EDUCATION AND PROTECTION FOR VULNERABLE AFGHAN FAMILIES IN IRAN.,72010. Education and Protection for vulnerable Afghan families in Iran.. EDUCATION AND PROTECTION FOR VULNERABLE AFGHAN FAMILIES IN IRAN.. Education and Protection for vulnerable Afghan families in Iran.,1.567223
1071,2019,EU Institutions,Ukraine,Protection and shelter for displaced and conflict-affected communities in eastern Ukraine.,72010,PROTECTION AND SHELTER FOR DISPLACED AND CONFLICT-AFFECTED COMMUNITIES IN EASTERN UKRAINE.,72010. Protection and shelter for displaced and conflict-affected communities in eastern Ukraine.. PROTECTION AND SHELTER FOR DISPLACED AND CONFLICT-AFFECTED COMMUNITIES IN EASTERN UKRAINE.. Protection and shelter for displaced and conflict-affected communities in eastern Ukraine.,0.403
1072,2019,EU Institutions,"Bilateral, unspecified","ECHO field offices, technical assistance and operational support for humanitarian aid actions",72010,"ECHO FIELD OFFICES, TECHNICAL ASSISTANCE AND OPERATIONAL SUPPORT FOR HUMANITARIAN AID ACTIONS","72010. ECHO field offices, technical assistance and operational support for humanitarian aid actions. ECHO FIELD OFFICES, TECHNICAL ASSISTANCE AND OPERATIONAL SUPPORT FOR HUMANITARIAN AID ACTIONS. ECHO field offices, technical assistance and operational support for humanitarian aid actions",0.08594
1073,2019,EU Institutions,"Bilateral, unspecified","ECHO field offices, technical assistance and operational support for humanitarian aid actions",72010,"ECHO FIELD OFFICES, TECHNICAL ASSISTANCE AND OPERATIONAL SUPPORT FOR HUMANITARIAN AID ACTIONS","72010. ECHO field offices, technical assistance and operational support for humanitarian aid actions. ECHO FIELD OFFICES, TECHNICAL ASSISTANCE AND OPERATIONAL SUPPORT FOR HUMANITARIAN AID ACTIONS. ECHO field offices, technical assistance and operational support for humanitarian aid actions",0.050129
1074,2019,EU Institutions,Antigua and Barbuda,PAGoDA with UNDP for the Housing reconstruction in Barbuda,73010,PAGODA WITH UNDP FOR THE HOUSING RECONSTRUCTION IN BARBUDA,73010. PAGoDA with UNDP for the Housing reconstruction in Barbuda. PAGODA WITH UNDP FOR THE HOUSING RECONSTRUCTION IN BARBUDA. ,3.189735
1075,2019,EU Institutions,Malawi,Improved Services for AIDS and Basic Healthcare through Empowerment of Local Democracy (ISABEL),13040,IMPROVED SERVICES FOR AIDS AND BASIC HEALTHCARE THROUGH EMPOWERMENT OF LOCAL DEMOCRACY (ISABEL),"13040. Improved Services for AIDS and Basic Healthcare through Empowerment of Local Democracy (ISABEL). IMPROVED SERVICES FOR AIDS AND BASIC HEALTHCARE THROUGH EMPOWERMENT OF LOCAL DEMOCRACY (ISABEL). The main aim of this Action is that in Malawi, by 2018, there should be inclusive, empowered communities enjoy more healthcare rights, and that governance and accountability in healthcare are improved.  To achive this, the project will focus on the interface between healthcare actors and coomunities at district level  and how they hold each other to account.",0.039181
1076,2019,EU Institutions,Nigeria,"Support to scale up Maternal, Newborn and Child Health Outcomes in two states of Northern Nigeria",13020,"SUPPORT TO SCALE UP MATERNAL, NEWBORN AND CHILD HEALTH OUTCOMES IN TWO STATES OF NORTHERN NIGERIA","13020. Support to scale up Maternal, Newborn and Child Health Outcomes in two states of Northern Nigeria. SUPPORT TO SCALE UP MATERNAL, NEWBORN AND CHILD HEALTH OUTCOMES IN TWO STATES OF NORTHERN NIGERIA. Overall objective is to improve health status of women and children through improved and sustainable PHC delivery system.   Specific Objectives: i) Increase proportion of women able to correctly recognise pregnancy complications and seek timely care, ii) increase proportion of poor, marginalized, rural women with increased financial access to a health facility, iii) Improve Health Service Delivery, iv) Improve nutritional status of women/children, v) Improve health system governance.",0.46673
1077,2019,EU Institutions,"Bilateral, unspecified","ECHO field offices, technical assistance and operational support for humanitarian aid actions",72010,"ECHO FIELD OFFICES, TECHNICAL ASSISTANCE AND OPERATIONAL SUPPORT FOR HUMANITARIAN AID ACTIONS","72010. ECHO field offices, technical assistance and operational support for humanitarian aid actions. ECHO FIELD OFFICES, TECHNICAL ASSISTANCE AND OPERATIONAL SUPPORT FOR HUMANITARIAN AID ACTIONS. ECHO field offices, technical assistance and operational support for humanitarian aid actions",0.0314
1078,2019,EU Institutions,Syrian Arab Republic,Humanitarian aid and food assistance,72010,HUMANITARIAN AID AND FOOD ASSISTANCE,72010. Humanitarian aid and food assistance. HUMANITARIAN AID AND FOOD ASSISTANCE. Humanitarian aid and food assistance,0.335833
